comentario,ciudad,id,nombre,edad,género,categoría_del_problema,nivel_de_urgencia,fecha_del_reporte,acceso_a_internet,atención_previa_del_gobierno,zona_rural
no hay suficientes escuelas públicas.,Barranquilla,241,María,16.0,M,Medio Ambiente,No urgente,2024-07-16,1,0,1
,Cúcuta,242,Carlos,58.0,Otro,Seguridad,No urgente,2024-11-22,0,0,0
faltan médicos en el centro de salud.,Cúcuta,243,Laura,76.0,F,Medio Ambiente,No urgente,2024-06-11,0,0,0
queremos más presencia policial.,Bogotá,244,Carlos,43.0,M,Medio Ambiente,No urgente,2024-05-17,1,1,0
no hay suficientes escuelas públicas.,Bucaramanga,245,Sofía,,F,Salud,Urgente,2024-03-04,1,1,1
falta agua potable en varias casas.,Cali,246,Pedro,35.0,Otro,Seguridad,Urgente,2024-02-12,0,0,0
queremos más presencia policial.,Bogotá,247,Laura,40.0,M,Medio Ambiente,No urgente,2023-01-30,0,0,0
,Cartagena,248,Valentina,22.0,M,Salud,No urgente,2024-07-21,0,1,1
las calles están muy oscuras y peligrosas.,Cali,249,María,36.0,F,Medio Ambiente,No urgente,2024-02-28,1,1,0
no tenemos centros culturales ni bibliotecas.,Santa Marta,250,Laura,76.0,F,Salud,No urgente,2023-04-03,1,0,1
las calles están muy oscuras y peligrosas.,Cúcuta,251,Valentina,62.0,M,Salud,Urgente,2023-09-01,0,1,0
necesitamos más acceso a internet en la zona.,,252,Pedro,29.0,M,Medio Ambiente,Urgente,2023-06-08,1,0,0
hay problemas con la recolección de basura.,Cúcuta,253,Sofía,67.0,M,Educación,Urgente,2024-07-27,1,0,0
,Bucaramanga,254,María,62.0,F,Medio Ambiente,No urgente,2023-05-28,1,0,1
no hay suficientes escuelas públicas.,Bogotá,255,Laura,78.0,F,Salud,No urgente,2023-11-18,1,1,1
faltan médicos en el centro de salud.,Cartagena,256,Pedro,37.0,M,Seguridad,No urgente,2023-05-09,0,1,1
la contaminación del río está aumentando.,Manizales,257,Carlos,,F,Seguridad,Urgente,2023-01-18,1,0,1
necesitamos más acceso a internet en la zona.,Barranquilla,258,Carlos,46.0,M,Seguridad,No urgente,2024-01-03,0,0,1
queremos más presencia policial.,Pereira,259,Carlos,54.0,F,Educación,No urgente,2023-11-26,1,1,1
,Santa Marta,260,Jorge,67.0,Otro,Educación,No urgente,2023-10-25,0,1,0
faltan médicos en el centro de salud.,Cartagena,261,Pedro,69.0,Otro,Seguridad,Urgente,2024-04-19,1,0,1
faltan médicos en el centro de salud.,Santa Marta,262,María,36.0,Otro,Seguridad,Urgente,2024-05-08,0,1,0
la contaminación del río está aumentando.,Bucaramanga,263,Jorge,31.0,M,Educación,Urgente,2024-06-02,1,1,1
no tenemos centros culturales ni bibliotecas.,Manizales,264,Camilo,21.0,F,Medio Ambiente,No urgente,2023-06-30,0,0,1
hay problemas con la recolección de basura.,Cartagena,265,Valentina,78.0,Otro,Salud,Urgente,2023-09-21,0,1,1
no tenemos centros culturales ni bibliotecas.,Cartagena,266,Jorge,80.0,F,Educación,Urgente,2024-04-21,1,0,1
hay problemas con la recolección de basura.,Santa Marta,267,Carlos,64.0,M,Salud,Urgente,2024-08-30,0,1,1
faltan médicos en el centro de salud.,Cartagena,268,Pedro,,Otro,Seguridad,Urgente,2024-05-06,1,1,1
las basuras no se recogen a tiempo.,Santa Marta,269,Sofía,18.0,F,Seguridad,No urgente,2023-12-01,1,0,0
la contaminación del río está aumentando.,Cúcuta,270,Camilo,79.0,F,Seguridad,No urgente,2023-12-31,0,1,0
no tenemos centros culturales ni bibliotecas.,Medellín,271,Pedro,23.0,Otro,Salud,No urgente,2023-02-24,1,0,0
necesitamos más acceso a internet en la zona.,Cartagena,272,Ana,23.0,M,Salud,No urgente,2023-05-07,1,0,1
no tenemos centros culturales ni bibliotecas.,Cúcuta,273,María,32.0,M,Seguridad,Urgente,2024-04-09,0,0,0
,Pereira,274,Valentina,52.0,M,Educación,No urgente,2024-02-17,0,0,0
necesitamos más acceso a internet en la zona.,Medellín,275,Ana,15.0,F,Medio Ambiente,Urgente,2024-10-05,1,0,0
no hay suficientes escuelas públicas.,Pereira,276,Laura,36.0,F,Seguridad,No urgente,2024-09-24,0,1,1
queremos más presencia policial.,Cúcuta,277,Juan,79.0,F,Seguridad,No urgente,2023-07-08,0,0,1
faltan médicos en el centro de salud.,Cúcuta,278,María,58.0,F,Medio Ambiente,Urgente,2023-08-01,0,1,1
la contaminación del río está aumentando.,Cartagena,279,Carlos,46.0,F,Seguridad,Urgente,2024-02-26,1,1,1
hay problemas con la recolección de basura.,Cali,280,Camilo,41.0,M,Salud,Urgente,2024-07-28,0,1,0
la contaminación del río está aumentando.,Manizales,281,Carlos,56.0,Otro,Seguridad,No urgente,2024-03-21,1,0,0
necesitamos más acceso a internet en la zona.,Cúcuta,282,Laura,22.0,F,Educación,Urgente,2023-06-20,1,0,0
no hay suficientes escuelas públicas.,Bucaramanga,283,María,59.0,Otro,Salud,No urgente,2023-06-14,0,1,1
hay problemas con la recolección de basura.,Manizales,284,Ana,21.0,F,Educación,Urgente,2024-11-28,1,1,0
necesitamos más acceso a internet en la zona.,Bucaramanga,285,Camilo,51.0,F,Medio Ambiente,No urgente,2024-02-04,1,1,0
las calles están muy oscuras y peligrosas.,Bogotá,286,Laura,17.0,Otro,Medio Ambiente,No urgente,2024-01-30,0,1,0
la contaminación del río está aumentando.,Pereira,287,Sofía,47.0,F,Educación,No urgente,2024-11-14,0,0,0
las calles están muy oscuras y peligrosas.,Bucaramanga,288,Camilo,46.0,F,Medio Ambiente,No urgente,2023-04-24,1,0,0
necesitamos más acceso a internet en la zona.,Cali,289,Ana,57.0,F,Salud,Urgente,2024-08-14,1,0,1
necesitamos más acceso a internet en la zona.,Santa Marta,290,Sofía,58.0,F,Seguridad,Urgente,2023-05-20,1,1,1
las calles están muy oscuras y peligrosas.,Cartagena,291,Pedro,67.0,M,Educación,No urgente,2024-08-15,1,0,1
las calles están muy oscuras y peligrosas.,Cali,292,Carlos,20.0,M,Medio Ambiente,No urgente,2023-03-07,0,1,0
falta agua potable en varias casas.,Manizales,293,Camilo,29.0,F,Salud,No urgente,2024-11-02,0,0,0
las calles están muy oscuras y peligrosas.,Pereira,294,Ana,22.0,F,Medio Ambiente,Urgente,2024-08-19,1,1,0
falta agua potable en varias casas.,Bogotá,295,Sofía,29.0,F,Seguridad,No urgente,2023-07-24,0,0,1
las calles están muy oscuras y peligrosas.,Barranquilla,296,Ana,17.0,F,Medio Ambiente,Urgente,2023-01-09,1,0,0
necesitamos más acceso a internet en la zona.,Cúcuta,297,Ana,26.0,M,Educación,No urgente,2023-04-29,1,1,0
queremos más presencia policial.,Cartagena,298,Valentina,38.0,M,Educación,No urgente,2024-01-13,0,1,1
las calles están muy oscuras y peligrosas.,Cali,299,Jorge,27.0,,Medio Ambiente,Urgente,2023-07-26,1,0,0
la contaminación del río está aumentando.,Medellín,300,Jorge,25.0,M,Seguridad,Urgente,2024-02-07,0,1,1
,Santa Marta,301,María,35.0,,Salud,No urgente,2024-05-16,0,0,1
las calles están muy oscuras y peligrosas.,Cartagena,302,Pedro,,Otro,Seguridad,No urgente,2023-01-04,1,1,1
las calles están muy oscuras y peligrosas.,Cali,303,Jorge,71.0,Otro,Educación,No urgente,2023-03-17,0,1,1
las basuras no se recogen a tiempo.,Bucaramanga,304,Camilo,64.0,Otro,Educación,Urgente,2023-09-19,1,0,0
necesitamos más acceso a internet en la zona.,Cali,305,Sofía,39.0,F,Salud,No urgente,2023-02-16,0,0,0
faltan médicos en el centro de salud.,Manizales,306,Ana,23.0,M,Medio Ambiente,No urgente,2024-07-23,0,1,0
hay problemas con la recolección de basura.,Barranquilla,307,Laura,38.0,M,Seguridad,Urgente,2024-03-25,0,0,0
la contaminación del río está aumentando.,Cúcuta,308,Ana,,Otro,Educación,Urgente,2024-07-25,0,1,1
,Bogotá,309,Camilo,55.0,Otro,Medio Ambiente,Urgente,2024-08-08,0,0,1
no hay suficientes escuelas públicas.,Manizales,310,Valentina,65.0,,Educación,Urgente,2023-03-27,0,1,0
queremos más presencia policial.,Cúcuta,311,Ana,78.0,M,Medio Ambiente,Urgente,2023-09-01,0,1,0
queremos más presencia policial.,Santa Marta,312,Valentina,65.0,F,Salud,Urgente,2023-06-11,0,1,1
no tenemos centros culturales ni bibliotecas.,Manizales,313,María,50.0,Otro,Educación,Urgente,2023-09-22,0,1,1
queremos más presencia policial.,Barranquilla,314,Valentina,60.0,M,Salud,No urgente,2024-08-07,1,0,0
las basuras no se recogen a tiempo.,Bogotá,315,Juan,52.0,M,Educación,No urgente,2023-10-21,0,0,1
faltan médicos en el centro de salud.,Santa Marta,316,Juan,45.0,F,Medio Ambiente,No urgente,2023-04-28,1,0,0
hay problemas con la recolección de basura.,Pereira,317,Camilo,72.0,M,Educación,No urgente,2023-04-08,0,1,1
las calles están muy oscuras y peligrosas.,Barranquilla,318,Pedro,19.0,M,Medio Ambiente,Urgente,2024-10-23,1,1,0
la contaminación del río está aumentando.,Manizales,319,María,66.0,F,Seguridad,No urgente,2024-06-21,1,1,0
no tenemos centros culturales ni bibliotecas.,Pereira,320,Jorge,74.0,F,Salud,Urgente,2023-07-05,1,1,1
hay problemas con la recolección de basura.,Bogotá,321,Laura,77.0,F,Salud,No urgente,2024-01-14,0,1,1
las calles están muy oscuras y peligrosas.,Cartagena,322,Sofía,37.0,Otro,Medio Ambiente,No urgente,2024-09-25,0,1,1
,Medellín,323,Laura,18.0,M,Educación,No urgente,2023-06-08,1,0,1
falta agua potable en varias casas.,Cali,324,Laura,69.0,M,Educación,Urgente,2023-04-09,1,0,0
necesitamos más acceso a internet en la zona.,Santa Marta,325,Laura,63.0,Otro,Medio Ambiente,No urgente,2024-02-26,1,1,1
queremos más presencia policial.,Manizales,326,Camilo,29.0,F,Seguridad,No urgente,2023-10-15,1,1,1
necesitamos más acceso a internet en la zona.,Pereira,327,Juan,16.0,F,Medio Ambiente,Urgente,2024-08-26,0,0,0
queremos más presencia policial.,Bucaramanga,328,Ana,62.0,F,Educación,No urgente,2023-07-28,0,0,1
las basuras no se recogen a tiempo.,Barranquilla,329,María,17.0,F,Salud,Urgente,2024-04-02,0,0,0
faltan médicos en el centro de salud.,Bogotá,330,María,54.0,Otro,Medio Ambiente,Urgente,2023-12-10,0,1,0
no hay suficientes escuelas públicas.,Bucaramanga,331,Jorge,58.0,M,Medio Ambiente,Urgente,2024-01-29,0,0,1
las calles están muy oscuras y peligrosas.,Medellín,332,Juan,64.0,M,Seguridad,Urgente,2023-03-26,0,0,0
queremos más presencia policial.,Cartagena,333,Jorge,,,Salud,No urgente,2024-05-13,1,0,1
,Cali,334,Camilo,62.0,Otro,Medio Ambiente,Urgente,2023-08-19,1,1,1
queremos más presencia policial.,Cali,335,Sofía,71.0,F,Educación,No urgente,2024-06-14,1,0,1
no hay suficientes escuelas públicas.,Manizales,336,Valentina,52.0,M,Medio Ambiente,Urgente,2024-07-21,0,1,1
no hay suficientes escuelas públicas.,Pereira,337,Ana,48.0,M,Medio Ambiente,Urgente,2023-04-09,1,1,1
no tenemos centros culturales ni bibliotecas.,Manizales,338,Juan,23.0,F,Medio Ambiente,No urgente,2023-09-28,0,1,1
no tenemos centros culturales ni bibliotecas.,Medellín,339,María,29.0,F,Medio Ambiente,Urgente,2023-03-04,0,0,0
faltan médicos en el centro de salud.,Cartagena,340,Jorge,,F,Medio Ambiente,Urgente,2023-05-02,0,0,1
las basuras no se recogen a tiempo.,Cúcuta,341,Carlos,50.0,F,Salud,No urgente,2023-08-20,1,1,1
no hay suficientes escuelas públicas.,Cúcuta,342,Valentina,19.0,Otro,Educación,No urgente,2024-10-15,1,1,1
necesitamos más acceso a internet en la zona.,Bogotá,343,Jorge,65.0,Otro,Medio Ambiente,No urgente,2023-11-03,0,1,1
no hay suficientes escuelas públicas.,Medellín,344,Pedro,71.0,Otro,Salud,No urgente,2023-12-14,1,1,0
queremos más presencia policial.,Cúcuta,345,Juan,61.0,M,Seguridad,No urgente,2023-09-30,1,1,1
no tenemos centros culturales ni bibliotecas.,Cúcuta,346,María,20.0,,Salud,Urgente,2024-10-27,1,1,0
falta agua potable en varias casas.,Cúcuta,347,Carlos,62.0,Otro,Seguridad,No urgente,2023-10-09,1,1,1
no tenemos centros culturales ni bibliotecas.,Cali,348,Juan,76.0,M,Salud,No urgente,2024-09-23,0,0,1
no hay suficientes escuelas públicas.,,349,Camilo,73.0,M,Medio Ambiente,Urgente,2023-07-23,1,1,0
necesitamos más acceso a internet en la zona.,Cartagena,350,Valentina,47.0,M,Medio Ambiente,No urgente,2023-11-04,1,1,1
queremos más presencia policial.,Medellín,351,Jorge,27.0,Otro,Educación,Urgente,2023-08-28,0,0,0
falta agua potable en varias casas.,Barranquilla,352,Laura,45.0,M,Medio Ambiente,Urgente,2024-05-06,1,0,0
las basuras no se recogen a tiempo.,Manizales,353,María,65.0,Otro,Salud,No urgente,2024-08-26,0,1,1
queremos más presencia policial.,Bogotá,354,Valentina,29.0,F,Salud,Urgente,2024-05-18,1,0,1
faltan médicos en el centro de salud.,Cúcuta,355,Juan,44.0,M,Medio Ambiente,No urgente,2024-01-01,0,0,1
la contaminación del río está aumentando.,Bogotá,356,Valentina,62.0,M,Medio Ambiente,Urgente,2023-06-21,0,1,0
,Barranquilla,357,Carlos,,Otro,Medio Ambiente,Urgente,2024-11-08,1,1,1
queremos más presencia policial.,Cali,358,Pedro,18.0,F,Salud,Urgente,2023-04-06,1,1,1
falta agua potable en varias casas.,Barranquilla,359,Juan,58.0,Otro,Seguridad,No urgente,2024-07-17,0,0,1
no tenemos centros culturales ni bibliotecas.,Bucaramanga,360,Jorge,39.0,Otro,Salud,No urgente,2024-04-22,1,1,1
hay problemas con la recolección de basura.,Cali,361,Juan,69.0,Otro,Seguridad,No urgente,2023-10-07,1,0,1
falta agua potable en varias casas.,Bogotá,362,Jorge,28.0,F,Educación,No urgente,2024-08-19,1,0,0
las basuras no se recogen a tiempo.,Pereira,363,María,75.0,Otro,Educación,No urgente,2023-12-23,1,0,0
hay problemas con la recolección de basura.,Cartagena,364,Carlos,30.0,M,Salud,Urgente,2023-12-05,0,0,0
hay problemas con la recolección de basura.,,365,Ana,30.0,,Seguridad,No urgente,2023-09-22,1,0,1
no hay suficientes escuelas públicas.,Pereira,366,Sofía,52.0,F,Medio Ambiente,No urgente,2024-11-05,1,1,1
necesitamos más acceso a internet en la zona.,Santa Marta,367,María,69.0,M,Educación,Urgente,2023-01-12,0,1,0
hay problemas con la recolección de basura.,Cartagena,368,Ana,75.0,M,Educación,Urgente,2024-05-19,0,1,1
falta agua potable en varias casas.,Bucaramanga,369,Ana,18.0,M,Educación,No urgente,2024-01-07,1,0,0
queremos más presencia policial.,Bogotá,370,Camilo,41.0,M,Seguridad,No urgente,2024-09-08,1,1,0
hay problemas con la recolección de basura.,Bucaramanga,371,María,24.0,Otro,Seguridad,Urgente,2024-06-07,0,0,0
hay problemas con la recolección de basura.,Bogotá,372,María,18.0,M,Salud,Urgente,2024-05-28,0,0,1
necesitamos más acceso a internet en la zona.,Manizales,373,Carlos,67.0,F,Medio Ambiente,Urgente,2024-10-24,1,0,1
no tenemos centros culturales ni bibliotecas.,Manizales,374,Carlos,51.0,F,Salud,Urgente,2024-06-02,0,0,1
faltan médicos en el centro de salud.,Cartagena,375,María,22.0,M,Medio Ambiente,No urgente,2023-01-02,0,1,0
falta agua potable en varias casas.,Bogotá,376,Camilo,,M,Medio Ambiente,No urgente,2023-01-18,1,0,0
queremos más presencia policial.,Medellín,377,Juan,32.0,M,Educación,Urgente,2024-03-30,0,0,1
la contaminación del río está aumentando.,Barranquilla,378,Juan,43.0,Otro,Salud,Urgente,2023-01-18,1,0,1
la contaminación del río está aumentando.,Cali,379,Juan,20.0,Otro,Medio Ambiente,No urgente,2023-12-01,1,0,1
queremos más presencia policial.,Manizales,380,Ana,43.0,Otro,Educación,Urgente,2024-07-19,1,0,0
no hay suficientes escuelas públicas.,Cartagena,381,Pedro,59.0,Otro,Educación,No urgente,2024-09-03,0,1,0
faltan médicos en el centro de salud.,Barranquilla,382,Laura,62.0,F,Salud,No urgente,2023-10-02,1,0,1
necesitamos más acceso a internet en la zona.,Cali,383,Jorge,52.0,M,Educación,Urgente,2024-04-07,0,0,1
la contaminación del río está aumentando.,Santa Marta,384,Juan,77.0,F,Salud,Urgente,2024-08-16,0,1,0
las basuras no se recogen a tiempo.,Santa Marta,385,María,53.0,F,Salud,Urgente,2023-04-18,0,1,0
no tenemos centros culturales ni bibliotecas.,Medellín,386,Camilo,31.0,Otro,Seguridad,No urgente,2024-06-19,0,0,1
faltan médicos en el centro de salud.,Barranquilla,387,Sofía,37.0,M,Salud,Urgente,2023-11-06,0,1,0
la contaminación del río está aumentando.,Barranquilla,388,Carlos,32.0,M,Seguridad,Urgente,2024-05-09,1,1,0
las calles están muy oscuras y peligrosas.,Cúcuta,389,Sofía,76.0,M,Educación,Urgente,2023-10-19,1,1,0
la contaminación del río está aumentando.,Bucaramanga,390,Jorge,46.0,Otro,Educación,Urgente,2023-12-04,1,1,1
no hay suficientes escuelas públicas.,Bogotá,391,Laura,65.0,F,Educación,Urgente,2023-01-08,1,1,1
queremos más presencia policial.,Medellín,392,Pedro,23.0,,Medio Ambiente,Urgente,2023-06-02,0,0,0
falta agua potable en varias casas.,Bucaramanga,393,Juan,57.0,Otro,Salud,Urgente,2023-04-25,1,1,0
la contaminación del río está aumentando.,Barranquilla,394,Juan,21.0,M,Salud,No urgente,2023-12-06,0,1,1
las calles están muy oscuras y peligrosas.,Cali,395,María,59.0,Otro,Salud,Urgente,2023-09-07,1,0,1
necesitamos más acceso a internet en la zona.,Cúcuta,396,Camilo,33.0,Otro,Educación,No urgente,2023-12-05,0,1,1
no hay suficientes escuelas públicas.,Pereira,397,Juan,45.0,Otro,Seguridad,Urgente,2024-08-17,1,1,0
queremos más presencia policial.,Bucaramanga,398,Pedro,66.0,Otro,Salud,Urgente,2023-02-11,0,0,1
queremos más presencia policial.,Pereira,399,Juan,43.0,F,Educación,No urgente,2024-04-11,0,0,0
,Cúcuta,400,María,61.0,M,Seguridad,No urgente,2023-12-18,0,1,0
las basuras no se recogen a tiempo.,Pereira,401,Laura,78.0,Otro,Seguridad,No urgente,2023-07-09,1,1,1
las calles están muy oscuras y peligrosas.,Bucaramanga,402,Ana,49.0,M,Educación,No urgente,2024-11-07,1,1,0
hay problemas con la recolección de basura.,Medellín,403,Pedro,,M,Seguridad,Urgente,2024-10-31,0,0,1
hay problemas con la recolección de basura.,Barranquilla,404,Camilo,41.0,M,Educación,Urgente,2023-07-17,0,1,0
las calles están muy oscuras y peligrosas.,Cartagena,405,Ana,39.0,Otro,Educación,No urgente,2024-05-14,0,0,0
,Cartagena,406,Carlos,51.0,M,Medio Ambiente,Urgente,2024-04-20,1,1,1
las basuras no se recogen a tiempo.,Pereira,407,Pedro,17.0,Otro,Educación,No urgente,2024-02-24,0,0,1
,Cartagena,408,Juan,25.0,F,Medio Ambiente,Urgente,2023-11-18,0,0,0
,Manizales,409,Pedro,60.0,M,Seguridad,Urgente,2023-10-09,0,0,0
queremos más presencia policial.,Manizales,410,Camilo,52.0,M,Medio Ambiente,No urgente,2024-03-29,0,1,1
queremos más presencia policial.,Medellín,411,Camilo,43.0,F,Medio Ambiente,Urgente,2023-04-29,1,0,0
falta agua potable en varias casas.,Cúcuta,412,Camilo,59.0,M,Salud,No urgente,2023-06-13,1,1,0
no tenemos centros culturales ni bibliotecas.,Cali,413,Laura,45.0,M,Educación,Urgente,2023-07-01,0,0,0
,Manizales,414,Pedro,52.0,Otro,Salud,No urgente,2024-07-09,1,0,1
las basuras no se recogen a tiempo.,Bogotá,415,Ana,32.0,F,Medio Ambiente,Urgente,2024-11-03,1,0,1
las calles están muy oscuras y peligrosas.,Cali,416,Carlos,18.0,F,Educación,No urgente,2024-07-30,1,1,0
las basuras no se recogen a tiempo.,Cúcuta,417,Juan,33.0,Otro,Educación,No urgente,2024-02-06,0,1,0
queremos más presencia policial.,Barranquilla,418,Camilo,69.0,M,Seguridad,Urgente,2023-10-08,0,0,1
faltan médicos en el centro de salud.,Cartagena,419,Juan,20.0,F,Medio Ambiente,No urgente,2024-09-19,0,1,0
falta agua potable en varias casas.,Cúcuta,420,Carlos,43.0,F,Salud,No urgente,2023-09-20,1,1,0
faltan médicos en el centro de salud.,Barranquilla,421,Pedro,42.0,Otro,Educación,Urgente,2023-04-13,1,1,1
faltan médicos en el centro de salud.,Bucaramanga,422,María,36.0,M,Salud,Urgente,2023-05-11,0,1,1
,Cúcuta,423,Carlos,59.0,M,Medio Ambiente,Urgente,2023-10-30,0,1,0
la contaminación del río está aumentando.,Cali,424,Camilo,53.0,Otro,Medio Ambiente,No urgente,2024-10-12,1,0,0
las basuras no se recogen a tiempo.,Cúcuta,425,Camilo,64.0,Otro,Seguridad,Urgente,2023-11-10,0,1,0
no tenemos centros culturales ni bibliotecas.,Cartagena,426,Camilo,50.0,Otro,Salud,Urgente,2024-08-14,1,0,0
hay problemas con la recolección de basura.,Santa Marta,427,Pedro,43.0,M,Educación,Urgente,2024-07-12,0,0,1
no tenemos centros culturales ni bibliotecas.,Bogotá,428,Laura,17.0,F,Salud,Urgente,2023-03-03,1,1,0
las calles están muy oscuras y peligrosas.,Bogotá,429,Valentina,64.0,M,Medio Ambiente,No urgente,2024-10-06,1,1,0
necesitamos más acceso a internet en la zona.,Santa Marta,430,Sofía,69.0,F,Medio Ambiente,No urgente,2023-09-01,1,1,0
hay problemas con la recolección de basura.,Cali,431,Sofía,26.0,F,Salud,Urgente,2023-09-26,0,1,0
falta agua potable en varias casas.,Cúcuta,432,Sofía,62.0,Otro,Medio Ambiente,No urgente,2023-05-07,0,0,0
queremos más presencia policial.,Barranquilla,433,Carlos,31.0,F,Salud,No urgente,2024-07-01,0,1,1
falta agua potable en varias casas.,Medellín,434,Carlos,66.0,M,Seguridad,No urgente,2024-07-26,0,1,1
las calles están muy oscuras y peligrosas.,Cartagena,435,Sofía,68.0,M,Seguridad,Urgente,2024-03-19,1,0,0
faltan médicos en el centro de salud.,Barranquilla,436,Pedro,77.0,F,Educación,Urgente,2023-08-02,1,0,1
